username,content,like_count,retweet_count,location,year,tweets,location_cleaned,tokens,tokens_cleaned,polarity_score
A_DigitalAwards,"Nominees for Digital Health Platform/Innovation are REMA Medicals, @LifeBankCares @mPharmaHealth @VEZEETA_Egypt and @kashaglobal. #AfricaDigitalAwards2020 https://t.co/bgswDVJECq",4,1,Africa,2020,Nominees for Digital Health PlatformInnovation are REMA Medicals    and   ,Africa,"['Nominees', 'for', 'Digital', 'Health', 'PlatformInnovation', 'are', 'REMA', 'Medicals', 'and']",Nominees Digital Health PlatformInnovation REMA Medicals,0.0
avancemedia,"Meet @Rockson2 | Founder of @mPharmaHealth listed among the 2020 100 Most Influential Young Africans by Africa Youth Awards &amp; Avance Media

FMI: https://t.co/mBVwqMx6hC 

#100MIYA #AvanceMedia #AfricaYouthAwards #AfricaYouthDay #MostInfluentialAfricans https://t.co/3A1V2atahd",0,0,Ghana,2020,"Meet   Founder of  listed among the 2020 100 Most Influential Young Africans by Africa Youth Awards amp Avance Media

FMI  

     ",Ghana,"['Meet', 'Founder', 'of', 'listed', 'among', 'the', '2020', '100', 'Most', 'Influential', 'Young', 'Africans', 'by', 'Africa', 'Youth', 'Awards', 'amp', 'Avance', 'Media', 'FMI']",Meet Founder listed among 2020 100 Influential Young Africans Africa Youth Awards amp Avance Media FMI,0.1
BlacklightAfriq,"Today's #Africa startup podcast on our radar: @afrobility Ep. 14 - African #HealthTech | companies discussed: @mPharmaHealth @HeliumHealth @weare54gene @BabylHealth @Bimamobile 

https://t.co/OZBB1b03qE https://t.co/TOPTVz5N7m",3,1,"Gaborone, Botswana",2020,"Todays  startup podcast on our radar  Ep 14  African   companies discussed      

 ","Gaborone, Botswana","['Todays', 'startup', 'podcast', 'on', 'our', 'radar', 'Ep', '14', 'African', 'companies', 'discussed']",Todays startup podcast radar Ep 14 African companies discussed,0.0
DASPLCGH,"DAS Plc, manufacturer and distributor of pharmaceutical products have signed a Memorandum of Understanding with mPharma Pharmaceuticals Limited, a healthcare service provider to increase access to quality and low-cost medicines for Ghanaians.  @mPharmaHealth @mpharmamutti https://t.co/vgct1TXpZn",14,9,"""""",2020,DAS Plc manufacturer and distributor of pharmaceutical products have signed a Memorandum of Understanding with mPharma Pharmaceuticals Limited a healthcare service provider to increase access to quality and lowcost medicines for Ghanaians    ,"""""","['DAS', 'Plc', 'manufacturer', 'and', 'distributor', 'of', 'pharmaceutical', 'products', 'have', 'signed', 'a', 'Memorandum', 'of', 'Understanding', 'with', 'mPharma', 'Pharmaceuticals', 'Limited', 'a', 'healthcare', 'service', 'provider', 'to', 'increase', 'access', 'to', 'quality', 'and', 'lowcost', 'medicines', 'for', 'Ghanaians']",DAS Plc manufacturer distributor pharmaceutical products signed Memorandum Understanding mPharma Pharmaceuticals Limited healthcare service provider increase access quality lowcost medicines Ghanaians,-0.07142857142857142
NourSharara,"Great podcast exploring the growing role of #healthtech in health systems in Africa, their various business models and the intersection of governments and the private sector. Cc: @zipline @babylonhealth @mPharmaHealth &amp; more! 🎧",4,0,"New York, NY via 🇸🇳 & 🇨🇦 ",2020,Great podcast exploring the growing role of  in health systems in Africa their various business models and the intersection of governments and the private sector Cc    amp more ,"New York, NY via  &  ","['Great', 'podcast', 'exploring', 'the', 'growing', 'role', 'of', 'in', 'health', 'systems', 'in', 'Africa', 'their', 'various', 'business', 'models', 'and', 'the', 'intersection', 'of', 'governments', 'and', 'the', 'private', 'sector', 'Cc', 'amp', 'more']",Great podcast exploring growing role health systems Africa various business models intersection governments private sector Cc amp,0.26666666666666666
ErinWorsham,Mind Your Money: How did @mPharmaHealth balance short-term and long-term financial decisions to survive during COVID-19 and finance the path forward? @SSIReview https://t.co/Lp2OZnKlNt  #socent #impinv #health,1,0,"Durham, NC",2020,Mind Your Money How did  balance shortterm and longterm financial decisions to survive during COVID19 and finance the path forward      ,"Durham, NC","['Mind', 'Your', 'Money', 'How', 'did', 'balance', 'shortterm', 'and', 'longterm', 'financial', 'decisions', 'to', 'survive', 'during', 'COVID19', 'and', 'finance', 'the', 'path', 'forward']",Mind Money balance shortterm longterm financial decisions survive COVID19 finance path forward,0.0
ErinWorsham,Thanks for sharing @Rockson2 - and for your great insights from @mPharmaHealth's work!,1,0,"Durham, NC",2020,Thanks for sharing   and for your great insights from s work,"Durham, NC","['Thanks', 'for', 'sharing', 'and', 'for', 'your', 'great', 'insights', 'from', 's', 'work']",Thanks sharing great insights work,0.5
mamiyaa,"Get tested for HPV as well
Know your risks 
@mpharmamutti can hook you up with the lowest price on the market!!!",3,10,"""""",2020,"Get tested for HPV as well
Know your risks 
 can hook you up with the lowest price on the market","""""","['Get', 'tested', 'for', 'HPV', 'as', 'well', 'Know', 'your', 'risks', 'can', 'hook', 'you', 'up', 'with', 'the', 'lowest', 'price', 'on', 'the', 'market']",Get tested HPV well Know risks hook lowest price market,0.0
TemaBrigggs,"Get in touch with @mpharmamutti at  @mPharmaHealth, Get on the the Mutti Platform and get heavily reduced prices on all prescription medication There's also delivery available. And the Brands that are sold are original, no pyramid schemes, just Prescription medications @Rockson2",1,2,"Tema, Ghana",2020,Get in touch with  at   Get on the the Mutti Platform and get heavily reduced prices on all prescription medication Theres also delivery available And the Brands that are sold are original no pyramid schemes just Prescription medications ,"Tema, Ghana","['Get', 'in', 'touch', 'with', 'at', 'Get', 'on', 'the', 'the', 'Mutti', 'Platform', 'and', 'get', 'heavily', 'reduced', 'prices', 'on', 'all', 'prescription', 'medication', 'Theres', 'also', 'delivery', 'available', 'And', 'the', 'Brands', 'that', 'are', 'sold', 'are', 'original', 'no', 'pyramid', 'schemes', 'just', 'Prescription', 'medications']",Get touch Get Mutti Platform get heavily reduced prices prescription medication Theres also delivery available Brands sold original pyramid schemes Prescription medications,0.19166666666666665
PharmaVitals,"'#Ghana startup @mPharmaHealth has been building reliable supply chains for prescription medications to try to improve #healthcare and supply of critical drugs in #Africa.' via @BBCWorld @BBCScienceNews #GregoryRockson
https://t.co/901NQuiIxO",1,0,United States,2020," startup  has been building reliable supply chains for prescription medications to try to improve  and supply of critical drugs in  via   
",United States,"['startup', 'has', 'been', 'building', 'reliable', 'supply', 'chains', 'for', 'prescription', 'medications', 'to', 'try', 'to', 'improve', 'and', 'supply', 'of', 'critical', 'drugs', 'in', 'via']",startup building reliable supply chains prescription medications try improve supply critical drugs via,0.0
jeffbeingana,This is a new movement to provide affordable prescription medication to the public. #KumeraRwanda @mpharmamutti @mPharmaHealth @AngelChelwa thanks @RoyalFMRwanda for hosting me,11,3,Rwanda,2020,This is a new movement to provide affordable prescription medication to the public     thanks  for hosting me,Rwanda,"['This', 'is', 'a', 'new', 'movement', 'to', 'provide', 'affordable', 'prescription', 'medication', 'to', 'the', 'public', 'thanks', 'for', 'hosting', 'me']",new movement provide affordable prescription medication public thanks hosting,0.11212121212121212
JackieLumbasi,Mutti program from @mpharmamutti guarantees you  discounts on prescription medication &amp; other health benefits in their bid to make medication affordable. Kumera Pharmacies are at Mt Meru fuel stations Kimironko &amp; Kimisagara. Visit &amp; register for mutti program. #KumeraRwanda https://t.co/Nfju5Uj07t,13,4,"Kigali,  Rwanda",2020,Mutti program from  guarantees you  discounts on prescription medication amp other health benefits in their bid to make medication affordable Kumera Pharmacies are at Mt Meru fuel stations Kimironko amp Kimisagara Visit amp register for mutti program  ,"Kigali,  Rwanda","['Mutti', 'program', 'from', 'guarantees', 'you', 'discounts', 'on', 'prescription', 'medication', 'amp', 'other', 'health', 'benefits', 'in', 'their', 'bid', 'to', 'make', 'medication', 'affordable', 'Kumera', 'Pharmacies', 'are', 'at', 'Mt', 'Meru', 'fuel', 'stations', 'Kimironko', 'amp', 'Kimisagara', 'Visit', 'amp', 'register', 'for', 'mutti', 'program']",Mutti program guarantees discounts prescription medication amp health benefits bid make medication affordable Kumera Pharmacies Mt Meru fuel stations Kimironko amp Kimisagara Visit amp register mutti program,0.0
BritishIntInv,"We're incredibly proud to support businesses like @mPharmaHealth, whose mission is to make quality healthcare affordable and accessible to everyone in Africa who needs it.

Find out how mPharma mobilised partners to help the continent respond to #COVID19: https://t.co/FKJAyQ1SaM",3,1,London,2020,"Were incredibly proud to support businesses like  whose mission is to make quality healthcare affordable and accessible to everyone in Africa who needs it

Find out how mPharma mobilised partners to help the continent respond to  ",London,"['Were', 'incredibly', 'proud', 'to', 'support', 'businesses', 'like', 'whose', 'mission', 'is', 'to', 'make', 'quality', 'healthcare', 'affordable', 'and', 'accessible', 'to', 'everyone', 'in', 'Africa', 'who', 'needs', 'it', 'Find', 'out', 'how', 'mPharma', 'mobilised', 'partners', 'to', 'help', 'the', 'continent', 'respond', 'to']",incredibly proud support businesses like whose mission make quality healthcare affordable accessible everyone Africa needs Find mPharma mobilised partners help continent respond,0.5875
TUmuhire,"The wait is over Y'all
Get at your nearest #kumeraPharmacy Rwanda, and learn more about #MuttiProgram  @mpharmamutti @mPharmaHealth @jeffbeingana https://t.co/zCDdf7I1Bg",9,2,"""""",2020,"The wait is over Yall
Get at your nearest  Rwanda and learn more about      ","""""","['The', 'wait', 'is', 'over', 'Yall', 'Get', 'at', 'your', 'nearest', 'Rwanda', 'and', 'learn', 'more', 'about']",wait Yall Get nearest Rwanda learn,0.0
GeoPoll,".@mPharmaHealth's Mutti, @WHO's GoData, @WellBeyondWater and other exceptional innovations made in the mobile technology space that are assisting in the fight against Coronavirus: https://t.co/HVll7kuGmi

#ICT4D #Tech",0,0,"Washington, DC",2020,"s Mutti s GoData  and other exceptional innovations made in the mobile technology space that are assisting in the fight against Coronavirus 

 ","Washington, DC","['s', 'Mutti', 's', 'GoData', 'and', 'other', 'exceptional', 'innovations', 'made', 'in', 'the', 'mobile', 'technology', 'space', 'that', 'are', 'assisting', 'in', 'the', 'fight', 'against', 'Coronavirus']",Mutti GoData exceptional innovations made mobile technology space assisting fight Coronavirus,0.6666666666666666
Cellulant,"Our #TechTuesday moment is a shout out to all the African #EHealth Startups that are doing amazing work disrupting healthcare @VezeetaKE
@VezeetaComms @mPharmaHealth @weare54gene
@ILaraHealth @OuiCare_health
@Redbirdht @AfyaPlan @clinicPesa @DoctooraHealth 👏🏿👏🏿
#NextNormalHealth https://t.co/nnpDxC7CeC",4,3,"""""",2020,"Our  moment is a shout out to all the African  Startups that are doing amazing work disrupting healthcare 
  
 
    
 ","""""","['Our', 'moment', 'is', 'a', 'shout', 'out', 'to', 'all', 'the', 'African', 'Startups', 'that', 'are', 'doing', 'amazing', 'work', 'disrupting', 'healthcare']",moment shout African Startups amazing work disrupting healthcare,0.30000000000000004
BaobabInsights,"Who is innovating across #Healthcare #Supply #Chains in Africa... 🚑👀🚁

@BaobabInsights looked at the #investment #trends and #companies in the space. Read here: https://t.co/x5yJDhl6Ww

@mPharmaHealth, @Swoop_aero, @Chekkitapp, @DentaCarts, @yodawyapp.

#BaobabInsights https://t.co/fR1dYj7Elp",1,2,"""""",2020,"Who is innovating across    in Africa 

 looked at the   and  in the space Read here 

    

 ","""""","['Who', 'is', 'innovating', 'across', 'in', 'Africa', 'looked', 'at', 'the', 'and', 'in', 'the', 'space', 'Read', 'here']",innovating across Africa looked space Read,0.0
CASEatDuke,Learn more about how @mPharmaHealth pivoted &amp; adapted during #COVID19 in our Scaling Through Mass Disruption Series: https://t.co/CNyGCRiMyq,2,1,"Durham, NC",2020,Learn more about how  pivoted amp adapted during  in our Scaling Through Mass Disruption Series ,"Durham, NC","['Learn', 'more', 'about', 'how', 'pivoted', 'amp', 'adapted', 'during', 'in', 'our', 'Scaling', 'Through', 'Mass', 'Disruption', 'Series']",Learn pivoted amp adapted Scaling Mass Disruption Series,0.0
SkollFoundation,Skoll awardee @mPharmaHealth is helping contain the spread of COVID-19 in African nations. @Rockson2 explains how the health startup is leveraging their partnerships to support several nations with crucial testing supplies. https://t.co/IVjgT3pCRI,10,3,Palo Alto,2020,Skoll awardee  is helping contain the spread of COVID19 in African nations  explains how the health startup is leveraging their partnerships to support several nations with crucial testing supplies ,Palo Alto,"['Skoll', 'awardee', 'is', 'helping', 'contain', 'the', 'spread', 'of', 'COVID19', 'in', 'African', 'nations', 'explains', 'how', 'the', 'health', 'startup', 'is', 'leveraging', 'their', 'partnerships', 'to', 'support', 'several', 'nations', 'with', 'crucial', 'testing', 'supplies']",Skoll awardee helping contain spread COVID19 African nations explains health startup leveraging partnerships support several nations crucial testing supplies,0.0
EfosaOjomo,"In our @ProSyn piece, @CarlManlan and I explain how African boardrooms need to invest in market-creating innovations. We highlight @Mo_IbrahimFdn @bilikiss of @realwecyclers and @mPharmaHealth. 

https://t.co/fGxpcxYBub",10,5,"Boston, MA",2020,"In our  piece  and I explain how African boardrooms need to invest in marketcreating innovations We highlight   of  and  

","Boston, MA","['In', 'our', 'piece', 'and', 'I', 'explain', 'how', 'African', 'boardrooms', 'need', 'to', 'invest', 'in', 'marketcreating', 'innovations', 'We', 'highlight', 'of', 'and']",piece explain African boardrooms need invest marketcreating innovations highlight,0.0
EfosaOjomo,"“When telcos were set up across Africa, they had to invest in towers before selling sim cards. Our application suite is the sim card that we give to doctors &amp; hospitals, &amp; we are building the towers that allow them to use the application” -@mPharmaHealth CEO
#TheProsperityParadox",28,4,"Boston, MA",2020,"When telcos were set up across Africa they had to invest in towers before selling sim cards Our application suite is the sim card that we give to doctors amp hospitals amp we are building the towers that allow them to use the application  CEO
","Boston, MA","['When', 'telcos', 'were', 'set', 'up', 'across', 'Africa', 'they', 'had', 'to', 'invest', 'in', 'towers', 'before', 'selling', 'sim', 'cards', 'Our', 'application', 'suite', 'is', 'the', 'sim', 'card', 'that', 'we', 'give', 'to', 'doctors', 'amp', 'hospitals', 'amp', 'we', 'are', 'building', 'the', 'towers', 'that', 'allow', 'them', 'to', 'use', 'the', 'application', 'CEO']",telcos set across Africa invest towers selling sim cards application suite sim card give doctors amp hospitals amp building towers allow use application CEO,0.0
IDEVNews,Congratulations to @mPharmaHealth for being ranked as the most promising digital health #startup in #Africa! https://t.co/osJ7tLK1gp,0,0,"SF, Lima, Nairobi",2020,Congratulations to  for being ranked as the most promising digital health  in  ,"SF, Lima, Nairobi","['Congratulations', 'to', 'for', 'being', 'ranked', 'as', 'the', 'most', 'promising', 'digital', 'health', 'in']",Congratulations ranked promising digital health,0.1
